Gene	SeqId	Protein..short.name.	UniProt	Ensembl.Gene.ID	Chr	Start	End
ASIP	5676_54	ASIP	P42127	ENSG00000101440	20	34194568	34269344
ASL	11241_8	ARLY	P04424	ENSG00000126522	7	66075797	66093558
ASMTL	10089_7	ASML	O95671	ENSG00000169093	X	1403139	1453762
ASNA1	13620_10	ASNA	O43681	ENSG00000198356	19	12737138	12748323
ASPA	18187_16	ACY2	P45381	ENSG00000108381	17	3472373	3503419
ASPH	6998_106	HAAH	Q12797	ENSG00000198363	8	61500555	61714640
ASPN	6451_64	ASPN	Q9BXN1	ENSG00000106819	9	92456204	92482506
ASPRV1	10902_53	APRV1	Q53RT3	ENSG00000244617	2	69960088	69962265
ASRGL1	18313_4	Asparaginase-like protein 1	Q7L266	ENSG00000162174	11	62337447	62393412
ASTL	7993_23	ASTL	Q6HA08	ENSG00000188886	2	96123849	96138436
ATAD1	6625_31	ATAD1	Q8NBU5	ENSG00000138138	10	87751511	87841343
ATAD2	13043_157	ATAD2	Q6PL18	ENSG00000156802	8	123319849	123416350
ATF6	11277_23	ATF6A	P18850	ENSG00000118217	1	161766293	161964070
ATF6B	11387_3	ATF6B	Q99941	ENSG00000234539	6	32098175	32128253
ATG3	18156_7	ATG3	Q9NT62	ENSG00000144848	3	112532508	112562046
ATG4B	13629_25	ATG4B	Q9Y4P1	ENSG00000168397	2	241637212	241673857
ATG5	12597_68	Autophagy protein 5	Q9H1Y0	ENSG00000057663	6	106045422	106325791
ATG7	12627_97	ATG7	O95352	ENSG00000197548	3	11272308	11557665
ATOX1	19233_75	ATOX1	O00244	ENSG00000177556	5	151742315	151772532
ATP13A1	13659_36	AT131	Q9HD20	ENSG00000105726	19	19645197	19663693
ATP1B1	13392_13	AT1B1	P05026	ENSG00000143153	1	169105696	169132722
ATP1B2	7218_87	AT1B2	P14415	ENSG00000129244	17	7646626	7657768
ATP1B3	8990_42	AT1B3	P54709	ENSG00000069849	3	141876123	141926514
ATP1B4	9933_49	AT1B4	Q9UN42	ENSG00000101892	X	120362085	120383249
ATP2A3	13510_7	AT2A3	Q93084	ENSG00000074370	17	3923869	3964464
ATP4B	9994_217	ATP4B	P51164	ENSG00000186009	13	113648803	113658186
ATP5B	4965_27	ATP synthase beta chain	P06576	ENSG00000110955	12	56638174	56646068
ATP5J	7788_1	CF6	P18859	ENSG00000154723	21	25716502	25735673
ATP5J2	11539_4	ATPK	P56134	ENSG00000241468	7	99448474	99466331
ATP5O	9202_309	ATPO	P48047	ENSG00000241837	21	33903452	33915980
ATRN	15499_11	Attractin	O75882	ENSG00000088812	20	3471039	3651122
ATXN3	16825_20	ATX3	P54252	ENSG00000066427	14	92038651	92106621
AURKA	3091_70	Aurora kinase A	O14965	ENSG00000087586	20	56369388	56392337
AURKB	3346_72	AURKB	Q96GD4	ENSG00000178999	17	8204732	8210600
AXIN2	12925_105	AXIN2	Q9Y2T1	ENSG00000168646	17	65528562	65561647
AXIN2	8429_16	AXIN2	Q9Y2T1	ENSG00000168646	17	65528562	65561647
AZGP1	9312_8	AZGP1	P25311	ENSG00000160862	7	99966719	99976157
AZU1	14713_46	Azurocidin	P20160	ENSG00000172232	19	825096	832018
B2M	3485_28	b2-Microglobulin	P61769	ENSG00000273686	15	44711476	44718877
B2M	10574_10	b2-Microglobulin	P61769	ENSG00000273686	15	44711476	44718877
B3GALT1	9541_15	B3GT1	Q9Y5Z6	ENSG00000172318	2	167868947	167874041
B3GALT2	11638_42	B3GT2	O43825	ENSG00000162630	1	193179044	193186654
B3GALT6	7981_230	B3GT6	Q96L58	ENSG00000176022	1	1232264	1235041
B3GALTL	5727_35	B3GLT	Q6Y288	ENSG00000187676	13	31199975	31332276
B3GAT3	6897_38	B3GA3	O94766	ENSG00000149541	11	62615295	62622175
B3GNT2	7980_72	B3GN2	Q9NY97	ENSG00000170340	2	62196112	62224731
B3GNT4	16585_16	B3GN4	Q9C0J1	ENSG00000176383	12	122203542	122208952
B3GNT6	7082_2	B3GN6	Q6ZMB0	ENSG00000198488	11	77034397	77041973
B3GNT8	9297_12	B3GN8	Q7Z7M8	ENSG00000177191	19	41425358	41428730
B4GALNT1	8976_13	B4GN1	Q00973	ENSG00000135454	12	57623409	57633355
B4GALT1	13381_49	B4GT1	P15291	ENSG00000086062	9	33104081	33167356
B4GALT2	9595_11	B4GT2	O60909	ENSG00000117411	1	43978942	43991170
B4GALT3	6921_24	B4GT3	O60512	ENSG00000158850	1	161171309	161177968
B4GALT5	10425_3	B4GT5	O43286	ENSG00000158470	20	49632944	49713878
B4GALT6	10832_24	B4GT6	Q9UBX8	ENSG00000118276	18	31622246	31685836
B4GALT7	7806_33	B4GT7	Q9UBV7	ENSG00000027847	5	177600099	177610347
BACH1	12451_62	BACH1	O14867	ENSG00000156273	21	29194070	29630751
BACH2	12756_3	BACH2	Q9BYV9	ENSG00000112182	6	89926528	90296908
BAD	5870_23	BAD	Q92934	ENSG00000002330	11	64269829	64284704
BAG1	17195_43	BAG-1	Q99933	ENSG00000107262	9	33247819	33264720
BAG2	19228_11	BAG-2	O95816	ENSG00000112208	6	57172325	57189833
BAG3	10078_5	BAG3	O95817	ENSG00000151929	10	119651369	119677819
BAG4	12844_10	BAG4	O95429	ENSG00000156735	8	38176532	38213301
BAG5	12743_18	BAG5	Q9UL15	ENSG00000166170	14	103556543	103562831
BAI3	15365_41	BAI3	O60242	ENSG00000135298	6	68635282	69390571
BAIAP2	19331_18	BAIP2	Q9UQB8	ENSG00000175866	17	81035121	81117432
BAMBI	8811_24	BAMBI	Q13145	ENSG00000095739	10	28677341	28682939
BARD1	13977_28	BARD1	Q99728	ENSG00000138376	2	214725645	214809711
BATF	19227_18	BATF	Q16520	ENSG00000156127	14	75522424	75547015
BATF3	8858_21	BATF3	Q9NR55	ENSG00000123685	1	212686417	212699985
BCAM	2816_50	BCAM	P50895	ENSG00000187244	19	44809058	44821420
BCAN	3461_58	PGCB	Q96GW7	ENSG00000132692	1	156641389	156659532
BCAP29	11570_94	BAP29	Q9UHQ4	ENSG00000075790	7	107579976	107629170
BCAR3	5262_57	BCAR3	O75815	ENSG00000137936	1	93561785	93847150
BCAR3	12634_79	BCAR3	O75815	ENSG00000137936	1	93561785	93847150
BCAT2	19365_11	BCAT2	O15382	ENSG00000105552	19	48795061	48811029
BCCIP	18304_19	BCCIP	Q9P287	ENSG00000107949	10	125823545	125853695
BCHE	15514_26	Pseudocholinesterase	P06276	ENSG00000114200	3	165772903	165837472
BCL10	8768_4	Bcl-10	O95999	ENSG00000142867	1	85266247	85277090
BCL2	3412_7	Bcl-2	P10415	ENSG00000171791	18	63123345	63320128
BCL2A1	3413_50	BFL1	Q16548	ENSG00000140379	15	79960888	79971446
BCL2L1	4423_77	BCL2-like 1 protein	Q07817	ENSG00000171552	20	31664451	31723989
BCL2L10	7249_307	B2L10	Q9HD36	ENSG00000137875	15	52109262	52112775
BCL2L11	17451_13	BIM	O43521	ENSG00000153094	2	111119377	111168447
BCL2L2	13097_11	Apoptosis regulator Bcl-W	Q92843	ENSG00000129473	14	23298789	23311759
BCL6	13111_79	BCL6	P41182	ENSG00000113916	3	187721376	187745727
BDH2	17329_2	BDH2	Q9BUT1	ENSG00000164039	4	103079434	103099883
BDNF	2421_7	BDNF	P23560	ENSG00000176697	11	27654892	27722058
BDNF	14047_78	BDNF	P23560	ENSG00000176697	11	27654892	27722058
BDP1	8929_7	BDP1	A6H8Y1	ENSG00000145734	5	71455614	71567820
BECN1	13032_1	BECN1	Q14457	ENSG00000126581	17	42810133	42833350
BGLAP	11067_13	Osteocalcin	P02818	ENSG00000242252	1	156241961	156243321
BGN	3284_75	BGN	P21810	ENSG00000182492	X	153494980	153509546
BHMT2	14226_120	BHMT2	Q9H2M3	ENSG00000132840	5	79069716	79089466
BID	5798_3	BID	P55957	ENSG00000015475	22	17734137	17774770
BIN1	9574_11	BIN1	O00499	ENSG00000136717	2	127048026	127107355
BIRC2	10046_55	cIAP-1	Q13490	ENSG00000110330	11	102347210	102378670
BIRC3	4973_18	cIAP-2	Q13489	ENSG00000023445	11	102317449	102339403
BIRC5	3472_40	Survivin	O15392	ENSG00000089685	17	78214185	78225636
BIRC7	15412_40	KIAP	Q96CA5	ENSG00000101197	20	63235882	63240507
BIRC7	15504_39	Livin B	Q96CA5	ENSG00000101197	20	63235882	63240507
BLK	11338_49	BLK	P51451	ENSG00000136573	8	11494000	11564604
BLMH	14250_115	BLMH	Q13867	ENSG00000108578	17	30248194	30292056
BLNK	19225_11	BLNK	Q8WV28	ENSG00000095585	10	96191701	96271587
BLVRA	11382_5	BIEA	P53004	ENSG00000106605	7	43758679	43807342
BLVRB	17148_7	BLVRB	P30043	ENSG00000090013	19	40447788	40465840
BMP1	3348_49	BMP-1	P13497	ENSG00000168487	8	22164735	22212326
BMP10	3587_53	BMP10	O95393	ENSG00000163217	2	68865480	68871517
BMP15	11129_66	BMP15	O95972	ENSG00000130385	X	50910735	50916641
BMP2	15666_21	BMP-2	P12643	ENSG00000125845	20	6767663	6780280
BMP3	16748_1	BMP-3	P12645	ENSG00000152785	4	81030964	81057531
BMP4	6326_20	BMP-4	P12644	ENSG00000125378	14	53949735	53958761
BMP4	15667_39	BMP-4	P12644	ENSG00000125378	14	53949735	53958761
BMP6	8459_10	BMP-6	P22004	ENSG00000153162	6	7726796	7881422
BMP7	2972_57	BMP-7	P18075	ENSG00000101144	20	57168747	57266629
BMP8B	15668_19	BMP-8	P34820	ENSG00000116985	1	39757181	39788861
BMPER	15368_3	BMPER	Q8N8U9	ENSG00000164619	7	33904910	34155872
BMPR1B	10550_37	BMP RIB	O00238	ENSG00000138696	4	94757967	95158448
BMPR2	4862_63	BMP RII	Q13873	ENSG00000204217	2	202376935	202567751
BMX	3414_40	BMX	P51813	ENSG00000102010	X	15464246	15556529
BNIP3	7045_4	BNIP3	Q12983	ENSG00000176171	10	131966454	131982013
BNIP3L	7835_2	BNI3L	O60238	ENSG00000104765	8	26382897	26505636
BOC	4328_2	BOC	Q9BWV1	ENSG00000144857	3	113211002	113287459
BOLA1	15370_5	BOLA1	Q9Y3E2	ENSG00000178096	1	149887889	149900798
BOLA2	8404_102	BolA-like protein 2	Q9H3K6	ENSG00000169627	16	30192932	30194306
BOLA3	5980_55	BOLA3	Q53S33	ENSG00000163170	2	74135397	74147994
BPGM	12020_39	PMGE	P07738	ENSG00000172331	7	134646807	134679813
BPHL	17813_21	BPHL	Q86WA6	ENSG00000137274	6	3118373	3153578
BPI	4126_22	BPI	P17213	ENSG00000101425	20	38260148	38337505
BPIFA1	6473_55	PLUNC	Q9NP55	ENSG00000198183	20	33235994	33243311
BPIFA2	16302_11	SPLC2	Q96DR5	ENSG00000131050	20	33161767	33181412
BPIFB1	15367_38	LPLC1	Q8TDL5	ENSG00000125999	20	33273479	33309878
BPNT1	17814_8	BPNT1	O95861	ENSG00000162813	1	220057481	220090462
BPTF	12482_5	BPTF	Q12830	ENSG00000171634	17	67825523	67984378
BRAF	15669_7	BRAF1	P15056	ENSG00000157764	7	140719326	140924764
BRAT1	10876_300	BRAT1	Q6PJG6	ENSG00000106009	7	2537876	2555727
BRD1	11607_15	BRD1	O95696	ENSG00000100425	22	49773282	49827512
BRD2	10074_128	BRD2	P25440	ENSG00000234507	6	32968659	32981505
BRD2	15372_43	BRD2	P25440	ENSG00000234507	6	32968659	32981505
BRD4	10043_31	BRD4	O60885	ENSG00000141867	19	15235518	15332545
BRDT	12748_6	BRDT	Q58F21	ENSG00000137948	1	91949370	92014426
BRF1	19596_18	BRF-1	Q92994	ENSG00000185024	14	105209285	105315589
BRICD5	6612_90	CP079	Q6PL45	ENSG00000182685	16	2209252	2211950
BRPF1	11671_19	BRPF1	P55201	ENSG00000156983	3	9731728	9748018
BRSK2	9790_28	BR serine/threonine kinase 2	Q8IWQ3	ENSG00000174672	11	1389898	1462689
BSG	3585_54	BASI	P35613	ENSG00000172270	19	571276	583493
BST1	4535_50	BST1	Q10588	ENSG00000109743	4	15702949	15738313
BST2	8832_55	BST-2	Q10589	ENSG00000130303	19	17402938	17405648
BTC	13088_397	BTC	P35070	ENSG00000174808	4	74744758	74794686
BTD	15644_1	Biotinidase	P43251	ENSG00000169814	3	15601340	15645822
BTG2	11325_8	BTG2	P78543	ENSG00000159388	1	203305490	203309602
BTK	19202_10	BTK	Q06187	ENSG00000010671	X	101349338	101390796
BTLA	16308_14	BTLA	Q7Z6A9	ENSG00000186265	3	112463967	112499561
BTN2A1	8869_5	BT2A1	Q7KYR7	ENSG00000112763	6	26457903	26476621
BTN3A1	7081_2	BT3A1	O00481	ENSG00000026950	6	26402236	26415216
BTN3A3	17692_2	BT3A3	O00478	ENSG00000111801	6	26440471	26453415
BTNL3	10848_137	BTNL3	Q6UXE8	ENSG00000168903	5	180988844	181006727
BTNL8	9026_40	BTNL8	Q6UX41	ENSG00000113303	5	180899076	180950906
BTNL9	7950_142	BTNL9	Q6UXG8	ENSG00000165810	5	181040224	181061523
BUB1	12033_3	BUB1	O43683	ENSG00000169679	2	110637697	110678114
C10orf105	11220_53	CJ105	Q8TEF2	ENSG00000214688	10	71711701	71737824
C10orf35	8220_15	CJ035	Q96D05	ENSG00000171224	10	69630250	69633599
C10orf54	14123_34	GI24	Q9H7M9	ENSG00000107738	10	71747556	71773520
C10orf54	11531_24	GI24	Q9H7M9	ENSG00000107738	10	71747556	71773520
C11orf68	8307_47	CK068	Q9H3H3	ENSG00000175573	11	65916807	65919117
C11orf73	8686_342	HIKES	Q53FT3	ENSG00000149196	11	86302211	86345943
C11orf87	11116_16	CK087	Q6NUJ2	ENSG00000185742	11	109422119	109429114
C11orf94	8383_20	CK094	C9JXX5	ENSG00000234776	11	45906512	45907282
C12orf10	8303_102	MYG1	Q9HB07	ENSG00000139637	12	53299685	53307177
C14orf93	6439_59	CN093	Q9H972	ENSG00000100802	14	22985907	23010166
C16orf54	12394_53	CP054	Q6UWD8	ENSG00000185905	16	29742462	29746006
C17orf67	9070_1	CQ067	Q0P5P2	ENSG00000214226	17	56791912	56838773
C17orf78	6571_75	CQ078	Q8N4C9	ENSG00000167230	17	37375985	37392708
C17orf89	9030_56	CQ089	A1L188	ENSG00000224877	17	81239305	81241310
C18orf32	8236_8	CR032	Q8TCD1	ENSG00000177576	18	49477249	49487252
C19orf18	9445_44	CS018	Q8NEA5	ENSG00000177025	19	57958436	57974534
C19orf80	7183_102	TD26	Q6UXH0	ENSG00000130173	19	11237502	11241943
C1D	7821_6	C1D	Q13901	ENSG00000197223	2	68041129	68110948
C1GALT1C1	5735_54	C1GLC	Q96EU7	ENSG00000171155	X	120625674	120630054
C1orf115	8366_19	CA115	Q9H7X2	ENSG00000162817	1	220689844	220699157
C1orf162	6896_3	CA162	Q8NEQ5	ENSG00000143110	1	111473791	111478512
C1orf185	10667_78	CA185	Q5T7R7	ENSG00000204006	1	51102233	51148086
C1orf186	8102_239	CA186	Q6ZWK4	ENSG00000263961	1	206037230	206102459
C1orf198	8035_6	CA198	Q9H425	ENSG00000119280	1	230837118	230869589
C1orf210	8088_56	CA210	Q8IVY1	ENSG00000253313	1	43281882	43285617
C1orf226	7989_5	CA226	A1L170	ENSG00000239887	1	162366907	162386818
C1orf43	6937_251	CA043	Q9BWL3	ENSG00000143612	1	154206705	154220637
C1QA|C1QB|C1QC	2753_2	C1q	P02745|P02746|P02747	ENSG00000173372|ENSG00000173369|ENSG00000159189	X	NA	NA
C1QBP	4967_1	C1QBP	Q07021	ENSG00000108561	17	5432776	5448830
C1QC	14100_63	C1QC	P02747	ENSG00000159189	1	22643629	22648110
C1QL1	6404_20	C1QRF	O75973	ENSG00000131094	17	44959692	44968071
C1QL2	15670_15	C1QL2	Q7Z5L3	ENSG00000144119	2	119156242	119158889
C1QL4	7132_55	C1QL4	Q86Z23	ENSG00000186897	12	49332410	49337188
C1QTNF1	6304_8	C1QT1	Q9BXJ1	ENSG00000173918	17	79022813	79049788
C1QTNF3	7251_64	C1QT3	Q9BXJ4	ENSG00000082196	5	34019447	34043832
C1QTNF5	7810_20	C1QTNF5	Q9BXJ0	ENSG00000223953	11	119338938	119340940
C1QTNF9	16605_2	C1T9A	P0C862	ENSG00000240654	13	24307165	24322535
C1R	3285_23	C1r	P00736	ENSG00000159403	12	7080208	7092607
C1RL	9348_1	C1RL1	Q9NZP8	ENSG00000139178	12	7089586	7109273
C1S	8840_61	C1s	P09871	ENSG00000182326	12	6988258	7071032
C2	3186_2	C2	P06681	ENSG00000226560	6	31897784	31945672
C20orf173	7046_6	CT173	Q96LM9	ENSG00000125975	20	35523185	35529652
C21orf33	5981_6	ES1	P30042	ENSG00000160221	21	44133604	44145723
C22orf15	7073_69	CV015	Q8WYQ4	ENSG00000169314	22	23763020	23765861
C2orf40	6362_6	AUGN	Q9H1Z8	ENSG00000119147	2	106063245	106078159
C2orf66	5677_15	CB066	Q6UXQ4	ENSG00000187944	2	196805001	196810276
C3	4900_8	C3a	P01024	ENSG00000125730	19	6677703	6730562
C3	5803_24	C3d	P01024	ENSG00000125730	19	6677703	6730562
C3	4480_59	C3b	P01024	ENSG00000125730	19	6677703	6730562
C3	2754_50	C3	P01024	ENSG00000125730	19	6677703	6730562
C3	2683_1	iC3b	P01024	ENSG00000125730	19	6677703	6730562
C3orf18	6994_19	CC018	Q9UK00	ENSG00000088543	3	50558024	50571027
C4A|C4B	2182_54	C4b	P0C0L4|P0C0L5	ENSG00000244731|ENSG00000236625	X	NA	NA
C4A|C4B	4481_34	C4	P0C0L4|P0C0L5	ENSG00000244731|ENSG00000236625	X	NA	NA
C4A|C4B	18821_9	C4a	P0C0L4|P0C0L5	ENSG00000244731|ENSG00000236625	X	NA	NA
C4BPA	9449_150	C4b-binding protein alpha chain	P04003	ENSG00000123838	1	207104261	207144972
C4BPB	7155_46	C4b-binding protein beta chain	P20851	ENSG00000123843	1	207088841	207099993
C4orf32	9490_3	CD032	Q8N8J7	ENSG00000174749	4	112145396	112195256
C5	2851_63	C5a	P01031	ENSG00000106804	9	120952334	121050276
C5	2381_52	C5	P01031	ENSG00000106804	9	120952334	121050276
C5|C6	4482_66	"C5b, 6 Complex"	P01031|P13671	ENSG00000106804|ENSG00000039537	X	NA	NA
C5orf38	6378_2	CEI	Q86SI9	ENSG00000186493	5	2752130	2755397
C5orf46	9100_32	CE046	Q6UWT4	ENSG00000178776	5	147880725	147906538
C5orf63	13378_80	YD286	A6NC05	ENSG00000164241	5	127042557	127073492
C6	4127_75	C6	P13671	ENSG00000039537	5	41142233	41261438
C6orf89	10885_36	CF089	Q6UWU4	ENSG00000198663	6	36871869	36928964
C7	2888_49	C7	P10643	ENSG00000112936	5	40909251	40982939
C7orf69	9544_24	CG069	Q9H7B7	ENSG00000136275	7	47795290	47819847
C7orf73	8927_6	CG073	E0CX11	ENSG00000243317	7	135662495	135693418
C8A|C8B|C8G	2429_27	C8	P07357|P07358|P07360	ENSG00000157131|ENSG00000021852|ENSG00000176919	X	NA	NA
C8G	14708_59	CO8G	P07360	ENSG00000176919	9	136945245	136946974
C9	3060_43	C9	P02748	ENSG00000113600	5	39284261	39424868
C9orf89	7778_104	BINCA	Q96LW7	ENSG00000165233	9	93096217	93113283
CA1	4969_2	Carbonic anhydrase I	P00915	ENSG00000133742	8	85327607	85379014
CA10	13666_222	Carbonic Anhydrase X	Q9NS85	ENSG00000154975	17	51630312	52160017
CA11	8859_51	CAH11	O75493	ENSG00000063180	19	48637941	48646312
CA12	19347_37	Carbonic Anhydrase XII	O43570	ENSG00000074410	15	63321377	63382161
CA13	3420_21	Carbonic anhydrase XIII	Q8N1Q1	ENSG00000185015	8	85220586	85284073
CA2	4970_55	carbonic anhydrase II	P00918	ENSG00000104267	8	85463851	85481493
CA3	3799_11	Carbonic anhydrase III	P07451	ENSG00000164879	8	85373435	85449040
CA4	14069_61	Carbonic Anhydrase IV	P22748	ENSG00000167434	17	60149935	60170899
CA5A	8791_151	Carbonic Anhydrase VA	P35218	ENSG00000174990	16	87881545	87936529
CA5B	17673_34	Carbonic Anhydrase VB	Q9Y2D0	ENSG00000169239	X	15688830	15788411
CA6	3352_80	Carbonic anhydrase 6	P23280	ENSG00000131686	1	8945866	8975092
CA7	3356_50	Carbonic anhydrase VII	P43166	ENSG00000168748	16	66844378	66854153
CA8	11390_24	Carbonic Anhydrase VIII	P35219	ENSG00000178538	8	60187346	60281412
CA9	3798_71	Carbonic anhydrase 9	Q16790	ENSG00000107159	9	35673855	35681159
CAB39	17757_86	CAB39	Q9Y376	ENSG00000135932	2	230712844	230821075
CABLES2	7105_7	CABL2	Q9BTV7	ENSG00000149679	20	62388631	62407285
CABP7	7104_71	CABP7	Q86V35	ENSG00000100314	22	29720083	29731839
CACNA2D3	8885_6	CA2D3	Q8IZS8	ENSG00000157445	3	54122546	55074557
CACNB4	11130_158	CACB4	O00305	ENSG00000182389	2	151832767	152099475
CACYBP	12432_23	CYBP	Q9HB71	ENSG00000116161	1	174999162	175011715
CADM1	3326_58	Nectin-like protein 2	Q9BY67	ENSG00000182985	11	115169217	115504957
CADM2	16907_3	Nectin-like protein 3	Q8N3J6	ENSG00000175161	3	84958980	86074429
CADM3	3630_27	Nectin-like protein 1	Q8N126	ENSG00000162706	1	159171608	159203313
CALB1	9918_23	Calbindin D28	P05937	ENSG00000104327	8	90058607	90095475
CALB2	16803_4	CALB2	P22676	ENSG00000172137	16	71358712	71390438
CALCB	17170_15	CALCB	P10092	ENSG00000175868	11	14904996	15082342
CALCOCO2	12534_10	CACO2	Q13137	ENSG00000136436	17	48830987	48866522
CALN1	10933_107	CABP8	Q9BXU9	ENSG00000183166	7	71779490	72447151
CALR	5264_65	calreticulin	P27797	ENSG00000179218	19	12938577	12944489
CALY	8924_55	CALY	Q9NYX4	ENSG00000130643	10	133324071	133336935
CAMK1	3592_4	CAMK1	Q14012	ENSG00000134072	3	9757341	9769992
CAMK1D	3418_12	CAMK1D	Q8IU85	ENSG00000183049	10	12349481	12835545
CAMK2A	3350_53	CAMK2A	Q9UQM7	ENSG00000070808	5	150219490	150290291
CAMK2B	3351_1	CAMK2B	Q13554	ENSG00000058404	7	44217149	44334577
CAMK2D	3419_49	CAMK2D	Q13557	ENSG00000145349	4	113451031	113761927
CAMK4	18904_23	KCC4	Q16566	ENSG00000152495	5	111223652	111494886
CAMKK1	18860_2	CaMKK alpha	Q8N5S9	ENSG00000004660	17	3860314	3894891
CAMP	15481_45	LL-37	P49913	ENSG00000164047	3	48223346	48225491
CAMP	9384_17	Cathelicidin peptide	P49913	ENSG00000164047	3	48223346	48225491
CAND1	13937_75	CAND1	Q86VP6	ENSG00000111530	12	67269280	67319951
CANT1	6480_1	CANT1	Q8WVQ1	ENSG00000171302	17	78991716	79009867
CANX	8834_58	Calnexin	P27824	ENSG00000127022	5	179678627	179730925
CAP1	12034_28	CAP 1	Q01518	ENSG00000131236	1	40040232	40072649
CAPG	4968_50	CAPG	P40121	ENSG00000042493	2	85394747	85418432
CAPN1|CAPNS1	2668_70	Calpain I	P07384|P04632	ENSG00000014216|ENSG00000126247	X	NA	NA
CAPN2	14684_17	CAN2	P17655	ENSG00000162909	1	223701592	223776018
CAPN3	12385_4	CAN3	P20807	ENSG00000092529	15	42359499	42412318
CAPNS1	18299_13	CPNS1	P04632	ENSG00000126247	19	36139574	36150353
CAPSL	13688_2	CAPSL	Q8WWF8	ENSG00000152611	5	35904294	35938779
CAPZA1	11449_22	CAZA1	P52907	ENSG00000116489	1	112619172	112671619
CARD17	18267_74	CAR17	Q5XLA6	ENSG00000255221	11	105092468	105101431
CARD9	11405_150	CARD9	Q9H257	ENSG00000187796	9	136361902	136373681
CARHSP1	12808_103	CHSP1	Q9Y2V2	ENSG00000153048	16	8852941	8869012
CARS	14098_28	SYCC	P49589	ENSG00000110619	11	3000921	3057613
CARTPT	5743_82	CART	Q16568	ENSG00000164326	5	71719162	71721048
CASC4	10613_33	CASC4	Q6P4E1	ENSG00000166734	15	44288728	44415758
CASC4	8838_10	CASC4	Q6P4E1	ENSG00000166734	15	44288728	44415758
CASK	16754_40	CSKP	O14936	ENSG00000147044	X	41514934	41923554
CASP10	5340_24	Caspase-10	Q92851	ENSG00000003400	2	201182880	201229406
CASP14	16617_14	Caspase-14	P31944	ENSG00000105141	19	15049383	15058293
CASP2	4904_7	Caspase-2	P42575	ENSG00000106144	7	143288214	143307696
CASP3	3593_72	Caspase-3	P42574	ENSG00000164305	4	184627695	184649509
CASP8	18158_45	Caspase-8	Q14790	ENSG00000064012	2	201233442	201287711
CASQ1	11263_57	CASQ1	P31415	ENSG00000143318	1	160190555	160201886
CASQ2	19291_2	CASQ2	O14958	ENSG00000118729	1	115700006	115768781
CASS4	12855_16	CT032	Q9NQ75	ENSG00000087589	20	56412111	56460387
CAST	3026_5	Calpastatin	P20810	ENSG00000153113	5	96525266	96779595
CAT	3488_64	Catalase	P04040	ENSG00000121691	11	34438924	34472062
CAV2	9457_3	CAV2	P51636	ENSG00000105971	7	116287379	116508541
CAV3	8690_25	CAV3	P56539	ENSG00000182533	3	8733799	8841808
CBFB	10048_7	PEBB	Q13951	ENSG00000067955	16	67029115	67101058
CBL	12016_60	CBL	P22681	ENSG00000110395	11	119206275	119313926
CBLN1	9313_27	CBLN1	P23435	ENSG00000102924	16	49277916	49281831
CBLN4	5688_65	CBLN4	Q9NTU7	ENSG00000054803	20	55997439	56005472
CBR1	12381_26	CBR1	P16152	ENSG00000159228	21	36069940	36073166
CBR3	14091_42	Carbonyl reductase 3	O75828	ENSG00000159231	21	36134911	36146566
CBS	10086_39	CBS	P35520	ENSG00000160200	21	43053190	43076943
CBX1	18817_50	CBX1	P83916	ENSG00000108468	17	48070051	48101521
CBX3	18868_7	CBX3	Q13185	ENSG00000122565	7	26201161	26213356
CBX5	4540_11	CBX5	P45973	ENSG00000094916	12	54230939	54280133
CBX7	13027_20	CBX7	O95931	ENSG00000100307	22	39120166	39152674
CCBL1	17365_7	KAT1	Q16773	ENSG00000171097	9	128832942	128882494
CCBL2	12682_5	KAT3	Q6YP21	ENSG00000137944	1	88935773	88992953
CCDC101	12788_6	SGF29	Q96ES7	ENSG00000176476	16	28553915	28591790
CCDC126	6388_21	CC126	Q96EE4	ENSG00000169193	7	23597378	23644708
CCDC134	15300_66	CC134	Q9H6E4	ENSG00000100147	22	41800678	41826299
CCDC167	7797_11	CC167	Q9P0B6	ENSG00000198937	6	37482919	37499922
CCDC25	18264_12	CCD25	Q86WR0	ENSG00000147419	8	27733310	27772653
CCDC50	12399_194	CCD50	Q8IVM0	ENSG00000152492	3	191329076	191398670
CCDC51	12790_10	CCD51	Q96ER9	ENSG00000164051	3	48432163	48440456
CCDC64	11158_40	BICR1	Q6ZP65	ENSG00000135127	12	119989236	120094494
CCDC80	3234_23	URB	Q76M96	ENSG00000091986	3	112596793	112649530
CCDC90B	7792_58	CC90B	Q9GZT6	ENSG00000137500	11	83259096	83286407
CCK	6918_183	CCKN	P06307	ENSG00000187094	3	42257824	42266207
CCL1	2770_51	I-309	P22362	ENSG00000108702	17	34360327	34363231
CCL11	5301_7	Eotaxin	P51671	ENSG00000172156	17	34285667	34288334
CCL13	4144_13	MCP-4	Q99616	ENSG00000181374	17	34356451	34358610
CCL14	2900_53	HCC-1	Q16627	ENSG00000213494	17	35983290	35987004
CCL15	18289_16	MIP-5	Q16663	ENSG00000161574	17	35996439	36002038
